0,503
1,645
2,245
3,142
4,493
5,358
6,621
7,40
8,369
9,85
10,175
11,517
12,352
13,452
14,693
15,14
16,366
17,590
18,549
19,637
20,103
21,495
22,8
23,623
24,501
25,620
26,586
27,55
28,490
29,31
30,170
31,547
32,665
33,202
34,360
35,268
36,1
37,583
38,473
39,622
40,678
41,522
42,531
43,79
44,608
45,718
46,556
47,521
48,325
49,395
50,482
51,279
52,229
53,692
54,494
55,584
56,397
57,642
58,546
59,27
60,235
61,673
62,251
63,478
64,351
65,156
66,485
67,569
68,242
69,75
70,479
71,313
72,399
73,447
74,157
75,214
76,663
77,50
78,239
79,523
80,435
81,477
82,654
83,172
84,10
85,68
86,489
87,713
88,365
89,390
90,181
91,263
92,422
93,294
94,667
95,210
96,332
97,302
98,652
99,436
100,113
101,441
102,122
103,542
104,327
105,49
106,249
107,363
108,578
109,580
110,37
111,597
112,48
113,196
114,285
115,261
116,18
117,487
118,483
119,76
120,64
121,572
122,344
123,52
124,497
125,293
126,312
127,193
128,380
129,466
130,187
131,529
132,272
133,162
134,406
135,255
136,211
137,215
138,303
139,247
140,382
141,97
142,415
143,539
144,475
145,236
146,17
147,267
148,364
149,252
150,318
151,278
152,662
153,492
154,243
155,439
156,45
157,465
158,62
159,400
160,712
161,250
162,140
163,613
164,626
165,127
166,330
167,460
168,350
169,144
170,21
171,502
172,625
173,35
174,691
175,538
176,306
177,77
178,664
179,258
180,109
181,700
182,101
183,499
184,319
185,338
186,513
187,271
188,458
189,310
190,337
191,710
192,709
193,317
194,165
195,683
196,346
197,34
198,524
199,301
200,716
201,385
202,530
203,596
204,155
205,476
206,240
207,299
208,200
209,222
210,516
211,12
212,161
213,491
214,266
215,463
216,540
217,159
218,355
219,78
220,92
221,498
222,66
223,231
224,333
225,425
226,316
227,658
228,283
229,386
230,598
231,648
232,15
233,392
234,374
235,6
236,334
237,71
238,612
239,426
240,585
241,315
242,104
243,649
244,188
245,412
246,680
247,403
248,230
249,534
250,90
251,619
252,407
253,204
254,367
255,118
256,354
257,218
258,533
259,557
260,205
261,356
262,190
263,582
264,404
265,194
266,471
267,132
268,233
269,173
270,178
271,696
272,685
273,206
274,96
275,668
276,401
277,402
278,89
279,428
280,179
281,0
282,46
283,171
284,573
285,353
286,107
287,133
288,409
289,223
290,474
291,102
292,108
293,213
294,568
295,375
296,246
297,434
298,454
299,125
300,413
301,518
302,508
303,640
304,224
305,26
306,424
307,506
308,427
309,3
310,134
311,331
312,186
313,638
314,295
315,601
316,391
317,567
318,647
319,225
320,588
321,389
322,481
323,480
324,687
325,453
326,468
327,500
328,541
329,112
330,418
331,504
332,20
333,65
334,298
335,126
336,259
337,535
338,362
339,339
340,602
341,137
342,456
343,7
344,342
345,660
346,309
347,496
348,185
349,419
350,153
351,54
352,30
353,669
354,641
355,100
356,462
357,591
358,682
359,237
360,56
361,60
362,457
363,262
364,656
365,264
366,670
367,417
368,208
369,432
370,408
371,167
372,38
373,632
374,587
375,300
376,576
377,451
378,631
379,163
380,124
381,154
382,336
383,59
384,449
385,304
386,674
387,564
388,343
389,704
390,311
391,695
392,158
393,51
394,519
395,484
396,470
397,361
398,416
399,595
400,219
401,308
402,74
403,282
404,563
405,4
406,577
407,624
408,443
409,634
410,5
411,141
412,527
413,135
414,467
415,378
416,644
417,22
418,650
419,276
420,284
421,270
422,688
423,281
424,420
425,220
426,651
427,320
428,505
429,120
430,81
431,706
432,13
433,437
434,697
435,690
436,160
437,702
438,238
439,379
440,570
441,566
442,440
443,514
444,698
445,195
446,191
447,116
448,548
449,593
450,164
451,106
452,16
453,63
454,384
455,666
456,105
457,511
458,699
459,329
460,345
461,628
462,405
463,536
464,93
465,532
466,433
467,83
468,607
469,348
470,558
471,455
472,198
473,145
474,414
475,150
476,520
477,39
478,575
479,526
480,657
481,553
482,322
483,253
484,643
485,561
486,715
487,357
488,69
489,2
490,340
491,221
492,671
493,146
494,289
495,241
496,29
497,592
498,114
499,509
500,714
501,579
502,571
503,176
504,653
505,372
506,168
507,347
508,376
509,545
510,717
511,614
512,703
513,189
514,136
515,446
516,604
517,254
518,636
519,290
520,679
521,609
522,232
523,33
524,88
525,44
526,341
527,61
528,689
529,199
530,429
531,394
532,297
533,73
534,393
535,615
536,711
537,605
538,217
539,616
540,421
541,138
542,212
543,635
544,603
545,661
546,234
547,67
548,24
549,381
550,216
551,129
552,349
553,111
554,166
555,207
556,438
557,552
558,274
559,655
560,618
561,525
562,287
563,469
564,326
565,121
566,507
567,228
568,445
569,117
570,464
571,25
572,110
573,149
574,152
575,528
576,461
577,139
578,260
579,323
580,646
581,248
582,450
583,410
584,19
585,328
586,296
587,269
588,226
589,94
590,515
591,280
592,286
593,589
594,672
595,444
596,184
597,371
598,630
599,701
600,275
601,681
602,182
603,32
604,80
605,307
606,11
607,43
608,86
609,36
610,58
611,41
612,411
613,562
614,209
615,148
616,594
617,123
618,574
619,98
620,377
621,130
622,23
623,627
624,555
625,370
626,512
627,383
628,201
629,368
630,554
631,610
632,387
633,292
634,256
635,606
636,197
637,95
638,694
639,169
640,581
641,305
642,560
643,373
644,227
645,143
646,180
647,131
648,686
649,47
650,324
651,203
652,84
653,633
654,565
655,611
656,398
657,91
658,82
659,430
660,119
661,291
662,57
663,321
664,257
665,719
666,442
667,42
668,617
669,388
670,335
671,273
672,488
673,550
674,53
675,676
676,128
677,28
678,183
679,459
680,510
681,675
682,151
683,244
684,543
685,544
686,639
687,265
688,288
689,423
690,147
691,659
692,177
693,99
694,448
695,431
696,115
697,72
698,537
699,677
700,708
701,174
702,87
703,551
704,486
705,705
706,314
707,396
708,600
709,472
710,70
711,599
712,277
713,9
714,359
715,707
716,192
717,629
718,559
719,684
